name,business_status,price_level,place_id,rating,types,lat,lng,open,neighborhood
La Posada,OPERATIONAL,1,ChIJj3OC7AlZwokRo1dMRqVgnA4,3.9,"c(""meal_takeaway"", ""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7454124,-73.97900320000001,TRUE,Kips Bay
Nomado 33,OPERATIONAL,2,ChIJaf0NOwZZwokRGiRsPw0cFYY,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7418951,-73.98135850000001,TRUE,Kips Bay
Pastafina Pizzeria,OPERATIONAL,NA,ChIJs0xoQupZwokRqUXGyOAhhgI,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7425776,-73.97784419999999,TRUE,Kips Bay
Mike's Pizza,OPERATIONAL,1,ChIJJSedSQpZwokRrv_jfarn6WM,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7453058,-73.9775854,TRUE,Kips Bay
Jaiya,OPERATIONAL,2,ChIJ2c8gsglZwokRlDnb0fKX9A4,4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7432182,-73.9796728,TRUE,Kips Bay
Agave,OPERATIONAL,NA,ChIJP7s2fXBZwokRih6CVe1ujvM,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7414222,-73.9830889,TRUE,Kips Bay
Sticky's Finger Joint,OPERATIONAL,2,ChIJD4iRIwZZwokRhaVQQytDESY,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.745062,-73.978234,TRUE,Kips Bay
Gramercy Tavern,OPERATIONAL,4,ChIJvSQIgqFZwokRFYQbJdzceSs,4.7,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7384555,-73.98850639999999,TRUE,Gramercy
Novitá,OPERATIONAL,3,ChIJQQwA46BZwokRSK41tPIemGA,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7392735,-73.9865086,TRUE,Gramercy
Joe Jr.,CLOSED_TEMPORARILY,1,ChIJkZCadZ9ZwokRuRHmVq9ZicQ,4.5,"c(""meal_takeaway"", ""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.7346247,-73.9859623,FALSE,Gramercy
Friend Of A Farmer,CLOSED_TEMPORARILY,2,ChIJb85ryKFZwokRaCJqC07E0G0,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7368776,-73.98686230000001,FALSE,Gramercy
L'Express,CLOSED_TEMPORARILY,2,ChIJb9HznqFZwokRHWxf3DbskaI,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7381523,-73.987657,FALSE,Gramercy
Farmer & The Fish,OPERATIONAL,3,ChIJjxhgmKFZwokRWSCt1OMy0T0,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7379741,-73.98767749999999,TRUE,Gramercy
Barbounia,OPERATIONAL,3,ChIJafcWm6FZwokRAD6WiHiQdpE,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.738352,-73.988042,TRUE,Gramercy
Paul & Jimmy's,OPERATIONAL,2,ChIJ0-oxwqFZwokRv2bn1QLckaQ,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7367909,-73.9873021,TRUE,Gramercy
Posto Thin Crust Pizza,OPERATIONAL,2,ChIJy4RPVnVZwokRB_dKm867820,4.4,"c(""meal_delivery"", ""meal_takeaway"", ""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7348632,-73.98281589999999,TRUE,Gramercy
Giorgio's of Gramercy,OPERATIONAL,3,ChIJ0f2BYaFZwokR1ZhJ5byw-co,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7397036,-73.9886272,TRUE,Gramercy
GupShup,OPERATIONAL,NA,ChIJvYavzZ5ZwokRBQj3hhDtpfk,4.1,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7368841,-73.9876469,TRUE,Gramercy
The House,OPERATIONAL,3,ChIJ2WmJ4aFZwokRW8-F1q9LpLg,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7361399,-73.9877486,TRUE,Gramercy
Gramercy Kitchen,OPERATIONAL,2,ChIJDxR7d59ZwokRkTMW7oCrVl4,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73514,-73.986164,TRUE,Gramercy
Union Square Cafe,OPERATIONAL,3,ChIJxTHke6JZwokRCLWVd99eDBw,4.6,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7377702,-73.9878767,TRUE,Gramercy
Maialino,OPERATIONAL,3,ChIJ2YfN_aBZwokR4i0_kCIix3o,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7385306,-73.9859278,TRUE,Gramercy
Lamarca,OPERATIONAL,2,ChIJT4qrj6BZwokRSnxyqDx1BeE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.738355,-73.983783,TRUE,Gramercy
Boucherie Union Square,OPERATIONAL,3,ChIJc1Vf7KFZwokR1YL2Rn9oxi8,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7372552,-73.9882246,TRUE,Gramercy
Craft,OPERATIONAL,3,ChIJaQ41hqFZwokRVms_0-JiwQY,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7381658,-73.9886678,TRUE,Gramercy
Beyond Sushi,OPERATIONAL,2,ChIJM8a5-J5ZwokRZDE8G2tHuhg,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73292,-73.98588409999999,TRUE,Gramercy
Casa Mono,CLOSED_TEMPORARILY,3,ChIJUd1sYJ9ZwokRRkqniQdJ144,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7358936,-73.9871361,FALSE,Gramercy
Taqueria Gramercy,OPERATIONAL,NA,ChIJVfZyI6BZwokRnAMaH-H3Sgw,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7384555,-73.98850639999999,TRUE,Gramercy
Il Mulino Prime - Gramercy,OPERATIONAL,NA,ChIJc6qF47RZwokRoz4iyrQyz8E,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7392735,-73.9865086,TRUE,Gramercy
Big Daddy's,OPERATIONAL,2,ChIJQZNjl6FZwokRrhAzrnTKXps,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.7346247,-73.9859623,TRUE,Gramercy
Almond,OPERATIONAL,3,ChIJu0rmWKFZwokRJUArNmE6uh4,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7368776,-73.98686230000001,TRUE,Gramercy
Follia,OPERATIONAL,2,ChIJLbqROaBZwokR3wyACvASP5w,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7381523,-73.987657,TRUE,Gramercy
Oceans,CLOSED_TEMPORARILY,NA,ChIJq7G-HTtZwokRkQvXiYeiuco,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7379741,-73.98767749999999,FALSE,Gramercy
Molly's,OPERATIONAL,2,ChIJpRQgg6BZwokRmUr1ao7HFZc,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.738352,-73.988042,TRUE,Gramercy
The Bluebell Café,OPERATIONAL,2,ChIJiVkxhqBZwokRDg9-OKNunPY,4.4,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7367909,-73.9873021,TRUE,Gramercy
MoMo Sushi,OPERATIONAL,2,ChIJQZNjl6FZwokRkvYLX1eD_UQ,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7348632,-73.98281589999999,TRUE,Gramercy
Javelina,OPERATIONAL,2,ChIJQYXk6aFZwokR4HgRvh-uhek,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7397036,-73.9886272,TRUE,Gramercy
Yama,OPERATIONAL,2,ChIJGx3oX59ZwokRW9oXJMDccAc,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7368841,-73.9876469,TRUE,Gramercy
Mani In Pasta,OPERATIONAL,2,ChIJQ4raT55ZwokRfvPFLs9v_lQ,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7361399,-73.9877486,TRUE,Gramercy
Camellia,CLOSED_TEMPORARILY,NA,ChIJ1YVPy8FZwokRZLH00QWOJr4,4.7,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.73514,-73.986164,FALSE,Gramercy
Bocca Cucina and Bar,OPERATIONAL,2,ChIJxU04KKJZwokRll1-56xgtuc,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7377702,-73.9878767,TRUE,Gramercy
Adalya,OPERATIONAL,2,ChIJXQz_3aFZwokRF8ETPuv7_3o,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7385306,-73.9859278,TRUE,Gramercy
Grill 21,OPERATIONAL,2,ChIJB0wh3QpZwokRlFgAuHlOyfs,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.738355,-73.983783,TRUE,Gramercy
Nur,OPERATIONAL,3,ChIJ5-VqgKFZwokR7_6eCK4IsUI,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7372552,-73.9882246,TRUE,Gramercy
Irvington,CLOSED_TEMPORARILY,3,ChIJT_uu-aFZwokRCvcOQZF9dDQ,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7381658,-73.9886678,FALSE,Gramercy
Mari Vanna,OPERATIONAL,3,ChIJlYOUfqFZwokRnporFe9pTeE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73292,-73.98588409999999,TRUE,Gramercy
Artichoke Basille's Pizza,OPERATIONAL,1,ChIJEWDhF55ZwokRx4atQITM9VU,4.3,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7358936,-73.9871361,TRUE,Gramercy
Simon & The Whale,OPERATIONAL,3,ChIJRy3WuaBZwokR5N2nQH6vFLE,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7384555,-73.98850639999999,TRUE,Gramercy
Sathi,OPERATIONAL,NA,ChIJxVY_qrlZwokRHxYtVaZgNsI,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7392735,-73.9865086,TRUE,Gramercy
The Pho,OPERATIONAL,NA,ChIJpfVWxKBZwokR23YeVhSy7EI,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7346247,-73.9859623,TRUE,Gramercy
Verōnika,CLOSED_TEMPORARILY,NA,ChIJ7UI-7RFZwokRvmbWNOWYvxU,4.6,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7368776,-73.98686230000001,FALSE,Gramercy
Studio,OPERATIONAL,3,ChIJRy3WuaBZwokRhWXUdDKzpKQ,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7381523,-73.987657,TRUE,Gramercy
Harding's,OPERATIONAL,2,ChIJOTkAY6FZwokRiPfwS5-Btys,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7379741,-73.98767749999999,TRUE,Gramercy
Bravo Pizza,OPERATIONAL,1,ChIJ2WXqCqFZwokRK4TaGtes0_0,4.2,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.738352,-73.988042,TRUE,Gramercy
Kati,OPERATIONAL,1,ChIJdXldinVZwokReRzymHV8p3U,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7367909,-73.9873021,TRUE,Gramercy
Lunetta,OPERATIONAL,1,ChIJ5Q-Ra6BZwokRd1gGerJ74s8,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7348632,-73.98281589999999,TRUE,Gramercy
CAVA,CLOSED_TEMPORARILY,1,ChIJ2d8VLKdZwokRuFhVXsVySjU,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7397036,-73.9886272,FALSE,Gramercy
Mi Noodle Bar,OPERATIONAL,NA,ChIJA1JXh_FZwokReAWvK6b03mM,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7368841,-73.9876469,TRUE,Gramercy
Jack's Sliders and Sushi,OPERATIONAL,2,ChIJD_YPnp9ZwokRGGz21euUgLE,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7361399,-73.9877486,TRUE,Gramercy
Cooper Town,OPERATIONAL,2,ChIJDwc3K3VZwokR8VxH2-0RvYg,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73514,-73.986164,TRUE,Gramercy
Obicà Mozzarella Bar - Flatiron,CLOSED_TEMPORARILY,2,ChIJxdE656NZwokROR-APwxkwn4,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7377702,-73.9878767,FALSE,Gramercy
Tivoli Cafe,OPERATIONAL,2,ChIJL6a7C6BZwokRky956ebt_D4,4.3,"c(""meal_delivery"", ""meal_takeaway"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7385306,-73.9859278,TRUE,Gramercy
Frank's Trattoria,OPERATIONAL,2,ChIJo6oBGAtZwokRflV3N-9BSnQ,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.738355,-73.983783,TRUE,Gramercy
Cosme,OPERATIONAL,2,ChIJT-gYZKFZwokR7O8LLYuYMjU,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7372552,-73.9882246,TRUE,Gramercy
abcV,OPERATIONAL,3,ChIJxXrbJaJZwokRAAEnPk3AJh4,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7381658,-73.9886678,TRUE,Gramercy
Gila's Nosh,CLOSED_TEMPORARILY,1,ChIJ6fvMbgpZwokRr27GNSqiXBQ,4.6,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.73292,-73.98588409999999,FALSE,Gramercy
Emojo Burger,OPERATIONAL,1,ChIJIScqm3VZwokRUEkN1PbIctc,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7358936,-73.9871361,TRUE,Gramercy
Hane Sushi,OPERATIONAL,2,ChIJq4cP1HRZwokRvklrlW28QGc,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7346006,-73.97973379999999,TRUE,Stuyvesant Town
Bruno's Gourmet Market,OPERATIONAL,2,ChIJSWd4C3VZwokRXnQKr1-GCtQ,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.7329112,-73.9810844,TRUE,Stuyvesant Town
Cooper Town,OPERATIONAL,2,ChIJDwc3K3VZwokR8VxH2-0RvYg,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73489379999999,-73.980274,TRUE,Stuyvesant Town
Emojo Burger,OPERATIONAL,1,ChIJIScqm3VZwokRUEkN1PbIctc,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.732299,-73.982246,TRUE,Stuyvesant Town
Taverna Kyclades,OPERATIONAL,2,ChIJhXfp8HVZwokRKCGfuDsTj9Y,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.730975,-73.9824972,TRUE,Stuyvesant Town
Dua Kafe,OPERATIONAL,NA,ChIJp5s1rChZwokRfZ2gPYO9h3E,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7296685,-73.97939869999999,TRUE,Stuyvesant Town
Kikoo Sushi,OPERATIONAL,2,ChIJ5f-M_3VZwokRMez6xx0wcio,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7303928,-73.9830491,TRUE,Stuyvesant Town
Ichibantei,OPERATIONAL,1,ChIJ5dru_nVZwokRarWwk6cjQZk,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.730586,-73.98273499999999,TRUE,Stuyvesant Town
Motorino,OPERATIONAL,2,ChIJT_Db4p1ZwokRr5qgbjIqrs4,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7303588,-73.98382769999999,TRUE,Stuyvesant Town
Chipotle Mexican Grill,OPERATIONAL,1,ChIJkY_CD3VZwokR6tj9rYUloP0,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7329583,-73.98080019999999,TRUE,Stuyvesant Town
Akina Sushi,OPERATIONAL,2,ChIJlw5y3XVZwokRlnNSHFDfdvQ,3.9,"c(""meal_delivery"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73067400000001,-73.9814608,TRUE,Stuyvesant Town
Tallgrass Burger,OPERATIONAL,2,ChIJ5f-M_3VZwokRDNa3nQrWwf8,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7304761,-73.9829575,TRUE,Stuyvesant Town
M & J,OPERATIONAL,NA,ChIJOUilh8xZwokRxw3WBcGT0pk,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.72920420000001,-73.97796389999999,TRUE,Stuyvesant Town
Luthun,CLOSED_TEMPORARILY,NA,ChIJ2V6T8ixZwokRlJ9kJkQmcmY,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7299112,-73.981883,FALSE,Stuyvesant Town
Asiam,OPERATIONAL,2,ChIJT1S3mnVZwokRPVCAUHmwBRY,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7322222,-73.9822222,TRUE,Stuyvesant Town
Smør,OPERATIONAL,NA,ChIJPb3orTdZwokR0S4EOgqoBws,4.9,"c(""restaurant"", ""cafe"", ""food"", ""point_of_interest"", ""establishment"")",40.7292695,-73.9815082,TRUE,Stuyvesant Town
Sister Jane Tavern,OPERATIONAL,2,ChIJawR9A55ZwokRlcg5BdLGtX0,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7309371,-73.9833605,TRUE,Stuyvesant Town
Balade,OPERATIONAL,2,ChIJ41w8_p1ZwokRQCjZ9Jc9jY0,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.730264,-73.9830324,TRUE,Stuyvesant Town
Hearth,OPERATIONAL,3,ChIJQTZ0-Z1ZwokRhl9v1FaVF0A,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7300263,-73.9831883,TRUE,Stuyvesant Town
Muzzarella Pizza,OPERATIONAL,1,ChIJp4UI13VZwokRq-EV_Qo3GMM,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7302353,-73.9807077,TRUE,Stuyvesant Town
Grill 21,OPERATIONAL,2,ChIJB0wh3QpZwokRlFgAuHlOyfs,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7346006,-73.97973379999999,TRUE,Stuyvesant Town
Kati,OPERATIONAL,1,ChIJdXldinVZwokReRzymHV8p3U,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7329112,-73.9810844,TRUE,Stuyvesant Town
Russo's Mozzarella & Pasta,OPERATIONAL,2,ChIJoZ7p6p1ZwokRxv7hNThEovQ,4.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.73489379999999,-73.980274,TRUE,Stuyvesant Town
Vinny Vincenz Pizza,OPERATIONAL,1,ChIJbRF6HZ5ZwokRngxIsUwLv4w,4.1,"c(""meal_delivery"", ""meal_takeaway"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.732299,-73.982246,TRUE,Stuyvesant Town
Gomi Korean Wine Bar,OPERATIONAL,2,ChIJOZG9QXZZwokRR2wgat94HWE,4.8,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.730975,-73.9824972,TRUE,Stuyvesant Town
Luzzo's La Pizza Napoletana,OPERATIONAL,2,ChIJaf7QAJ5ZwokR0I29INQQLXU,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7296685,-73.97939869999999,TRUE,Stuyvesant Town
Mokyo,OPERATIONAL,NA,ChIJHxQBcypZwokR7-D3oe4V6Go,4.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7303928,-73.9830491,TRUE,Stuyvesant Town
Big Arc Chicken,OPERATIONAL,1,ChIJRR039nVZwokRewksc0-nt7w,4.3,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.730586,-73.98273499999999,TRUE,Stuyvesant Town
Bangkok 2,OPERATIONAL,NA,ChIJR97FfLdZwokRbJuo2WAV9hc,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7303588,-73.98382769999999,TRUE,Stuyvesant Town
The Spotted Owl Tavern,OPERATIONAL,NA,ChIJfdFXdnZZwokRw8KBMsqlO5U,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7329583,-73.98080019999999,TRUE,Stuyvesant Town
Checkers,CLOSED_TEMPORARILY,1,ChIJsSHSAp5ZwokRgvSr1ZatCxE,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73067400000001,-73.9814608,FALSE,Stuyvesant Town
Westville East,OPERATIONAL,2,ChIJBzYIOnZZwokRmW5jxY34G-Q,4.5,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7304761,-73.9829575,TRUE,Stuyvesant Town
No 1 KItchen,OPERATIONAL,1,ChIJsYQAnHVZwokRkY4Zxki9OpM,3.9,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.72920420000001,-73.97796389999999,TRUE,Stuyvesant Town
Hibachi Express,OPERATIONAL,NA,ChIJnQEqn3ZZwokRJCW8GLqu2PA,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7299112,-73.981883,TRUE,Stuyvesant Town
Momofuku Noodle Bar,CLOSED_TEMPORARILY,2,ChIJkXQ3_INZwokRE74ZvG46Jjc,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7322222,-73.9822222,FALSE,Stuyvesant Town
S'MAC East Village,OPERATIONAL,1,ChIJC2z1451ZwokRdm70SHTgRD0,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7292695,-73.9815082,TRUE,Stuyvesant Town
Ducks Eatery,OPERATIONAL,2,ChIJP-7_MKFZwokRapG5t8YoSu4,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7309371,-73.9833605,TRUE,Stuyvesant Town
Virginia's,OPERATIONAL,3,ChIJVZXlLHdZwokR9Vd3zCwFaqQ,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.730264,-73.9830324,TRUE,Stuyvesant Town
Raclette,OPERATIONAL,2,ChIJqS18bHZZwokRBHs3MsVefk0,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7300263,-73.9831883,TRUE,Stuyvesant Town
Sao Mai,OPERATIONAL,1,ChIJiRyw_Z1ZwokRJoGTZBGAwHY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7302353,-73.9807077,TRUE,Stuyvesant Town
Jeepney,OPERATIONAL,2,ChIJe2Or_Z1ZwokRjmxH6BRtkng,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7346006,-73.97973379999999,TRUE,Stuyvesant Town
Halal in East Village,OPERATIONAL,NA,ChIJ-4c27Z1ZwokRxE5Oussjs1o,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7329112,-73.9810844,TRUE,Stuyvesant Town
Tarallucci e Vino,OPERATIONAL,2,ChIJ7TJuvZ1ZwokRulzNmybkot0,4.4,"c(""bakery"", ""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.73489379999999,-73.980274,TRUE,Stuyvesant Town
Haile,OPERATIONAL,2,ChIJ6V1F-3ZZwokRzgGGwicZh88,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.732299,-73.982246,TRUE,Stuyvesant Town
"Fiaschetteria ""Pistoia""",OPERATIONAL,2,ChIJKTH6LHdZwokRtjn3XCmyqJE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.730975,-73.9824972,TRUE,Stuyvesant Town
Khiladi NYC,OPERATIONAL,NA,ChIJ4bznWw1ZwokRfCZCl74RhOs,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7296685,-73.97939869999999,TRUE,Stuyvesant Town
Ferns,OPERATIONAL,2,ChIJURDXkJ1ZwokRr9yfSWePT4Q,4.6,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7303928,-73.9830491,TRUE,Stuyvesant Town
Artichoke Basille's Pizza,OPERATIONAL,1,ChIJEWDhF55ZwokRx4atQITM9VU,4.3,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.730586,-73.98273499999999,TRUE,Stuyvesant Town
Momofuku Ssäm Bar,CLOSED_TEMPORARILY,3,ChIJkXQ3_INZwokRbCMEByaQ_VE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7303588,-73.98382769999999,FALSE,Stuyvesant Town
Thursday Kitchen,OPERATIONAL,2,ChIJVyFicJ1ZwokR2oIygOmovWw,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7329583,-73.98080019999999,TRUE,Stuyvesant Town
Taco Bell Cantina,OPERATIONAL,1,ChIJHa9AKnVZwokRsEydMGru7lo,4.2,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73067400000001,-73.9814608,TRUE,Stuyvesant Town
Joe & Pat’s NYC,OPERATIONAL,2,ChIJxaI7kZ1ZwokR0Mjh_cJc5jI,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7304761,-73.9829575,TRUE,Stuyvesant Town
Veselka,OPERATIONAL,2,ChIJlxDiXJxZwokRp4HHbeYqXXU,4.5,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.72920420000001,-73.97796389999999,TRUE,Stuyvesant Town
Posto Thin Crust Pizza,OPERATIONAL,2,ChIJy4RPVnVZwokRB_dKm867820,4.4,"c(""meal_delivery"", ""meal_takeaway"", ""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7299112,-73.981883,TRUE,Stuyvesant Town
